u,v,key,osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,tunnel,bridge,width
366868413,631529253,0,"[49684208, 49684427]",,,residential,True,False,83.703,"LINESTRING (139.6966652 35.6469776, 139.6961727 35.6472586, 139.6959132 35.647417)",,,,,,
366868413,366868431,0,"[142107524, 32622502, 32622503]",,,"['unclassified', 'residential']",False,False,19.308,"LINESTRING (139.6966652 35.6469776, 139.6966799 35.6469959, 139.6967725 35.6470992, 139.6967886 35.6471193)",,,,,yes,
366868431,1058556838,0,32622502,,,unclassified,False,False,46.816,"LINESTRING (139.6967886 35.6471193, 139.697099 35.6474564)",,,,,,
366868431,4122018826,0,32622493,,,residential,True,False,52.882999999999996,"LINESTRING (139.6967886 35.6471193, 139.6969107 35.6470478, 139.6972581 35.6468354)",,,,,,
366868431,366868413,0,"[142107524, 32622502, 32622503]",,,"['unclassified', 'residential']",False,True,19.308,"LINESTRING (139.6967886 35.6471193, 139.6967725 35.6470992, 139.6966799 35.6469959, 139.6966652 35.6469776)",,,,,yes,
366871381,366871382,0,32622691,,西郷山通り,unclassified,False,False,11.81,"LINESTRING (139.6928281 35.6500517, 139.6928158 35.6500753, 139.69281 35.6500982, 139.692806 35.6501553)",,,,,,
366871381,1316237246,0,32622701,,西郷山通り,tertiary,False,True,89.565,"LINESTRING (139.6928281 35.6500517, 139.6928958 35.6500235, 139.6929548 35.6500008, 139.6930758 35.6499517, 139.6931322 35.6499246, 139.6931736 35.6499026, 139.693211 35.6498801, 139.6932479 35.649855, 139.6932821 35.6498279, 139.6933134 35.6497993, 139.693536 35.6495194)",,,,,,
366871381,631555390,0,49685455,,,residential,False,True,51.509,"LINESTRING (139.6928281 35.6500517, 139.6926813 35.6498085, 139.6925995 35.649628)",,,,,,
366871382,1316236416,0,32622691,,西郷山通り,unclassified,False,False,33.01,"LINESTRING (139.692806 35.6501553, 139.6928029 35.6502956, 139.6927976 35.6503391, 139.6927835 35.6503811, 139.692748 35.6504441)",,,,,,
366871382,366871381,0,32622691,,西郷山通り,unclassified,False,True,11.81,"LINESTRING (139.692806 35.6501553, 139.69281 35.6500982, 139.6928158 35.6500753, 139.6928281 35.6500517)",,,,,,
366871382,366873839,0,32622763,,,residential,False,False,99.588,"LINESTRING (139.692806 35.6501553, 139.6923059 35.6501203, 139.6917058 35.6501303)",,,,,,
366871604,1316236923,0,32622695,,西郷山通り,unclassified,False,True,84.373,"LINESTRING (139.6947767 35.6487872, 139.6948726 35.6487377, 139.6955755 35.6483943)",,30,,,,
366871604,1555345912,0,32622701,,西郷山通り,tertiary,False,False,77.579,"LINESTRING (139.6947767 35.6487872, 139.694676 35.6488403, 139.6940473 35.6491552)",,,,,,
366871604,631534711,0,32622735,2,野沢通り,tertiary,False,False,42.862,"LINESTRING (139.6947767 35.6487872, 139.694732 35.6487667, 139.6946938 35.6487406, 139.694612 35.6486637, 139.6944628 35.6485027)",422,,,,,
366871604,1316236230,0,49042365,2,野沢通り,tertiary,False,False,36.773,"LINESTRING (139.6947767 35.6487872, 139.6948574 35.6487992, 139.6949759 35.6488211, 139.6950742 35.64884, 139.6951717 35.6488654)",422,,,,,
366873839,1553234453,0,32622783,,,residential,False,False,30.515,"LINESTRING (139.6917058 35.6501303, 139.6917102 35.6504047)",,,,,,
366873839,366874263,0,32622783,,,residential,False,True,18.722,"LINESTRING (139.6917058 35.6501303, 139.6916921 35.6499623)",,,,,,
366873839,366871382,0,32622763,,,residential,False,True,99.588,"LINESTRING (139.6917058 35.6501303, 139.6923059 35.6501203, 139.692806 35.6501553)",,,,,,
366874263,366873839,0,32622783,,,residential,False,False,18.722,"LINESTRING (139.6916921 35.6499623, 139.6917058 35.6501303)",,,,,,
366874263,631555390,0,"[49684715, 32622783]",,,residential,False,True,90.725,"LINESTRING (139.6916921 35.6499623, 139.6918273 35.6499365, 139.6920048 35.649887, 139.6922098 35.6498198, 139.692392 35.6497436, 139.6925995 35.649628)",,,,,,
366874263,631548065,0,49685175,,,residential,False,True,51.394,"LINESTRING (139.6916921 35.6499623, 139.6914315 35.6499973, 139.691129 35.6500267)",,,,,,
366874268,1553234602,0,32622828,,,residential,False,False,9.152,"LINESTRING (139.6916547 35.6508128, 139.6915538 35.65082)",,,,,,
366874268,1553234453,0,32622783,,,residential,False,True,45.655,"LINESTRING (139.6916547 35.6508128, 139.6916854 35.6505818, 139.6917102 35.6504047)",,,,,,
366874268,1316236403,0,"[116837537, 32622828]",,,residential,False,True,87.68400000000001,"LINESTRING (139.6916547 35.6508128, 139.6918191 35.6508035, 139.6922083 35.6507521, 139.6923435 35.6507466, 139.6924551 35.65076, 139.6926129 35.6507937)",,,,,,
366874681,1553234623,0,32622828,,,residential,False,False,31.418,"LINESTRING (139.690872 35.6508057, 139.6905327 35.6508675)",,,,,,
366874681,1316236854,0,32622828,,,residential,False,True,26.031,"LINESTRING (139.690872 35.6508057, 139.6911601 35.650806)",,,,,,
366874681,1553234463,0,141902260,,,residential,False,False,41.738,"LINESTRING (139.690872 35.6508057, 139.6908519 35.6504307)",,,,,,
366876440,1553234623,0,32622828,,,residential,False,True,55.165000000000006,"LINESTRING (139.6900225 35.6506704, 139.6900863 35.6507113, 139.6903752 35.6508963, 139.6905327 35.6508675)",,,,,,
366876440,631558882,0,262007624,,山手通り,primary,True,False,31.095999999999997,"LINESTRING (139.6900225 35.6506704, 139.6900726 35.6506122, 139.6901187 35.6505627, 139.6901789 35.6505016, 139.6902332 35.6504495)",317,60,,,,
366876596,2067957961,0,196461783,2,山手通り,primary,True,False,25.274,"LINESTRING (139.689784 35.6506889, 139.689694 35.6508019, 139.6896318 35.6508796)",317,,,,,
366876596,7551348741,0,262007579,,,primary_link,True,False,35.235,"LINESTRING (139.689784 35.6506889, 139.6897353 35.6507743, 139.6897149 35.6508159, 139.689701 35.6508437, 139.6896679 35.6509175, 139.6896418 35.6509836)",,60,,,,
366877418,1555345950,0,262007573,2,山手通り,primary,True,False,17.16,"LINESTRING (139.6896155 35.6510725, 139.6897136 35.65107, 139.6898053 35.6510729)",317,,,,,
366877418,2067957966,0,262007579,,,primary_link,True,False,62.777,"LINESTRING (139.6896155 35.6510725, 139.6896021 35.6511255, 139.6895961 35.651169, 139.6895886 35.651223, 139.689578 35.6513262, 139.6895588 35.6516346)",,60,,,,
366877782,366877978,0,32623042,,,residential,False,False,58.588,"LINESTRING (139.6889825 35.6503973, 139.6885552 35.6507936)",,,,,,
366877782,2067957961,0,32623036,,,residential,False,True,79.64,"LINESTRING (139.6889825 35.6503973, 139.6895672 35.6508121, 139.6896318 35.6508796)",,,,,,
366877782,631561816,0,32623042,,,residential,False,True,38.491,"LINESTRING (139.6889825 35.6503973, 139.6890916 35.6502906, 139.6890895 35.6502292, 139.689087 35.6500832)",,,,,,
366877978,366877782,0,32623042,,,residential,False,True,58.588,"LINESTRING (139.6885552 35.6507936, 139.6889825 35.6503973)",,,,,,
366877978,1703079224,0,32623090,,,unclassified,False,True,27.369,"LINESTRING (139.6885552 35.6507936, 139.6886591 35.6510248)",,,,,,
366877978,366878309,0,32623090,,,unclassified,False,False,80.41199999999999,"LINESTRING (139.6885552 35.6507936, 139.6882699 35.6501468, 139.6882742 35.6501109)",,,,,,
366878301,1316236967,0,883621382,,,residential,False,True,42.083,"LINESTRING (139.6882671 35.649931, 139.6882534 35.6495527)",,,,,,
366878301,366878309,0,"[32623090, 32623099, 32623085]",,,unclassified,False,True,20.048000000000002,"LINESTRING (139.6882671 35.649931, 139.6882692 35.6499512, 139.6882774 35.6500904, 139.6882742 35.6501109)",,,,,yes,
366878301,631561522,0,32623115,,,residential,True,False,66.226,"LINESTRING (139.6882671 35.649931, 139.6879552 35.649977, 139.6877351 35.6500206, 139.6875559 35.6500704)",,,,,,
366878309,366878301,0,"[32623090, 32623099, 32623085]",,,unclassified,False,False,20.048000000000002,"LINESTRING (139.6882742 35.6501109, 139.6882774 35.6500904, 139.6882692 35.6499512, 139.6882671 35.649931)",,,,,yes,
366878309,366877978,0,32623090,,,unclassified,False,True,80.41199999999999,"LINESTRING (139.6882742 35.6501109, 139.6882699 35.6501468, 139.6885552 35.6507936)",,,,,,
366878309,631561816,0,883621385,,,residential,True,False,73.559,"LINESTRING (139.6882742 35.6501109, 139.688346 35.6501013, 139.689087 35.6500832)",,,,,,
366878774,366878309,0,32623134,,,unclassified,True,False,112.95100000000001,"LINESTRING (139.6871428 35.650501, 139.6872712 35.6504157, 139.6874248 35.6503303, 139.687577 35.6502647, 139.6877448 35.6502046, 139.6879504 35.6501575, 139.688183 35.6501242, 139.6882742 35.6501109)",,,,,,
366878774,366879355,0,"[196615377, 32623170, 32623172]",,,"['unclassified', 'residential']",False,"[False, True]",23.007,"LINESTRING (139.6871428 35.650501, 139.687107 35.6504699, 139.6870017 35.6503709, 139.6869753 35.6503452)",,,,,yes,
366879355,1703069602,0,196615377,,,residential,False,True,45.441,"LINESTRING (139.6869753 35.6503452, 139.6866246 35.6500523)",,,,,,
366879355,366879822,0,32623115,,,residential,True,False,66.287,"LINESTRING (139.6869753 35.6503452, 139.6867961 35.6504882, 139.6865889 35.6506447, 139.6864427 35.6507551)",,,,,,
366879355,366878774,0,"[196615377, 32623170, 32623172]",,,"['unclassified', 'residential']",False,"[False, True]",23.007,"LINESTRING (139.6869753 35.6503452, 139.6870017 35.6503709, 139.687107 35.6504699, 139.6871428 35.650501)",,,,,yes,
366879822,1703069600,0,32623190,,,residential,False,True,48.004,"LINESTRING (139.6864427 35.6507551, 139.6860802 35.6504395)",,30,,,,
366879822,366881554,0,32623115,,,residential,True,False,76.313,"LINESTRING (139.6864427 35.6507551, 139.6862518 35.6509007, 139.6859198 35.651145, 139.6858836 35.65117, 139.6858604 35.6511803, 139.6858333 35.6511872, 139.6858008 35.6511879)",,,,,,
366879822,366879897,0,"[32623189, 32623190, 32623191]",,,"['unclassified', 'residential']",False,False,22.774,"LINESTRING (139.6864427 35.6507551, 139.6864713 35.6507794, 139.6865977 35.6508874, 139.6866147 35.6509047)",,30,,,yes,
366879897,366878774,0,32623134,,,unclassified,True,False,65.517,"LINESTRING (139.6866147 35.6509047, 139.6866834 35.6508523, 139.6869591 35.6506376, 139.6871428 35.650501)",,,,,,
366879897,366879822,0,"[32623189, 32623190, 32623191]",,,"['unclassified', 'residential']",False,True,22.774,"LINESTRING (139.6866147 35.6509047, 139.6865977 35.6508874, 139.6864713 35.6507794, 139.6864427 35.6507551)",,30,,,yes,
366880454,366879897,0,32623134,,,unclassified,True,False,67.907,"LINESTRING (139.6860726 35.6513276, 139.6861044 35.6513031, 139.6862386 35.6511995, 139.6864113 35.6510691, 139.6866147 35.6509047)",,,,,,
366880454,366881554,0,"[32623313, 32623317, 262007622]",3,玉川通り,trunk,True,False,29.062,"LINESTRING (139.6860726 35.6513276, 139.6860437 35.651314, 139.6858723 35.6512254, 139.6858008 35.6511879)",246,,yes,,yes,
366881554,2360725237,0,32623313,3,玉川通り,trunk,True,False,63.260999999999996,"LINESTRING (139.6858008 35.6511879, 139.6854653 35.6510129, 139.6852115 35.6508807)",246,,yes,,,
366882016,366882127,0,196475644,,,unclassified,False,False,27.578,"LINESTRING (139.6840673 35.6502608, 139.6839195 35.6504778)",,,,,,
366882127,366882016,0,196475644,,,unclassified,False,True,27.578,"LINESTRING (139.6839195 35.6504778, 139.6840673 35.6502608)",,,,,,
366882127,501152156,0,254992125,3,玉川通り,trunk,True,False,163.054,"LINESTRING (139.6839195 35.6504778, 139.6843493 35.6507123, 139.6845333 35.6508005, 139.6847898 35.6509425, 139.685181 35.651166, 139.6854202 35.6512914)",246,,yes,,,
372516209,356643557,0,218563507,,ウェーヴ通り,unclassified,False,False,19.53,"LINESTRING (139.6989857 35.6581266, 139.6988198 35.658014)",,,,,,
381044653,686510424,0,215958749,3,玉川通り,trunk,True,False,120.541,"LINESTRING (139.6973037 35.6563057, 139.6985428 35.6567076)",246,,yes,,,
381044653,252835332,0,915103113,,,tertiary,False,False,25.713,"LINESTRING (139.6973037 35.6563057, 139.6974 35.6560881)",,,,,,
381044653,381044679,0,32621918,,,tertiary,False,True,53.41,"LINESTRING (139.6973037 35.6563057, 139.6972426 35.6564288, 139.6972023 35.656468, 139.6969684 35.6566956)",,,,,,
381044653,3608572614,0,627697954,,,unclassified,True,False,115.311,"LINESTRING (139.6973037 35.6563057, 139.697371 35.656415, 139.6984204 35.6567464)",,,,,,
381044679,730918436,0,32621918,,,tertiary,False,True,58.034,"LINESTRING (139.6969684 35.6566956, 139.6965539 35.6570943)",,,,,,
381044679,730918438,0,31856015,2,,unclassified,False,False,89.99000000000001,"LINESTRING (139.6969684 35.6566956, 139.6969015 35.6566741, 139.6968437 35.6566555, 139.6961439 35.6565043, 139.6960264 35.6565628)",,,,,,
381044679,381044653,0,32621918,,,tertiary,False,False,53.41,"LINESTRING (139.6969684 35.6566956, 139.6972023 35.656468, 139.6972426 35.6564288, 139.6973037 35.6563057)",,,,,,
381044679,1354438491,0,60901091,,渋谷中央通り,unclassified,True,False,53.071,"LINESTRING (139.6969684 35.6566956, 139.6970433 35.6567197, 139.6975146 35.6568712)",,,,,,
381063833,356644779,0,33476791,,道玄坂(道玄坂上),tertiary_link,False,True,23.201999999999998,"LINESTRING (139.6951214 35.6558551, 139.6951815 35.655949, 139.6952052 35.65605)",,,,,,
381063833,625566390,0,"[404515763, 1071659157]",1,"['道玄坂(道玄坂上)', '道玄坂']",tertiary_link,True,False,59.318,"LINESTRING (139.6951214 35.6558551, 139.6949514 35.655592, 139.6948171 35.6553824)",,,,,,
381063833,730918423,0,"[922479809, 1071659162]",2,"['玉川通り(道玄坂上)', '玉川通り']",trunk_link,True,False,46.497,"LINESTRING (139.6951214 35.6558551, 139.6953116 35.655899, 139.6956172 35.6559672)",246,,yes,,,
381087682,597720838,0,28993432,,,residential,True,False,11.362,"LINESTRING (139.6916695 35.6574863, 139.6916251 35.6575819)",,,,,,
381087682,258037423,0,33477819,,,residential,False,False,47.589999999999996,"LINESTRING (139.6916695 35.6574863, 139.6914123 35.6574066, 139.6912157 35.6573462, 139.6911771 35.6573343)",,,,,,
381087686,597722044,0,33477192,,,residential,False,False,89.512,"LINESTRING (139.6917818 35.6572385, 139.6926617 35.6576085)",,,,,,
381087686,381087682,0,28993432,,,residential,True,False,29.362,"LINESTRING (139.6917818 35.6572385, 139.6917724 35.6572592, 139.6916695 35.6574863)",,,,,,
381087690,381087686,0,28993432,,,residential,True,False,40.318,"LINESTRING (139.6919355 35.6568981, 139.6917818 35.6572385)",,,,,,
381087690,597722036,0,1127986897,,,residential,False,False,25.555,"LINESTRING (139.6919355 35.6568981, 139.6916622 35.6568389)",,,,,,
381087690,748883711,0,1127986897,,,residential,False,True,80.17099999999999,"LINESTRING (139.6919355 35.6568981, 139.6923231 35.6569893, 139.6924946 35.6570041, 139.6928059 35.657009)",,,,,,
381087694,381087690,0,28993432,,,residential,True,False,40.721000000000004,"LINESTRING (139.6920244 35.656542, 139.6919981 35.6567599, 139.6919355 35.6568981)",,,,,,
381087694,705960769,0,56252603,,,residential,False,False,74.155,"LINESTRING (139.6920244 35.656542, 139.6925342 35.6566367, 139.6928279 35.6566768)",,,,,,2
381088628,381088629,0,33477192,,,residential,False,False,33.213,"LINESTRING (139.6930377 35.6577673, 139.6933625 35.6579072)",,,,,,
381088628,597722044,0,33477192,,,residential,False,True,38.286,"LINESTRING (139.6930377 35.6577673, 139.6926617 35.6576085)",,,,,,
381088628,597722265,0,"[1101896068, 46773926]",,,residential,False,False,90.292,"LINESTRING (139.6930377 35.6577673, 139.6932224 35.6574607, 139.6933882 35.6572224, 139.6935075 35.657051)",,,,,,
381088629,381088628,0,33477192,,,residential,False,True,33.213,"LINESTRING (139.6933625 35.6579072, 139.6930377 35.6577673)",,,,,,
381088629,1108870903,0,33477224,,,unclassified,False,True,39.687,"LINESTRING (139.6933625 35.6579072, 139.6931555 35.658222)",,,,,,
381088629,381089764,0,33477224,,,unclassified,False,False,77.204,"LINESTRING (139.6933625 35.6579072, 139.6936369 35.6574843, 139.6937158 35.6574435, 139.6937957 35.6574034, 139.6938659 35.6573745)",,,,,,
381089764,381091881,0,33477271,1,,unclassified,True,False,5.39,"LINESTRING (139.6938659 35.6573745, 139.6938805 35.6573275)",,,,,,
381089764,381088629,0,33477224,,,unclassified,False,True,77.204,"LINESTRING (139.6938659 35.6573745, 139.6937957 35.6574034, 139.6937158 35.6574435, 139.6936369 35.6574843, 139.6933625 35.6579072)",,,,,,
381091881,1497985602,0,33477462,,,residential,True,False,91.421,"LINESTRING (139.6938805 35.6573275, 139.694 35.6573562, 139.694008 35.6574026, 139.6940122 35.6574269, 139.6940082 35.65763, 139.6939331 35.6578714, 139.6938804 35.6580641)",,,,,,
381091881,381091890,0,1101896070,1,渋谷1号踏切,unclassified,True,False,17.746000000000002,"LINESTRING (139.6938805 35.6573275, 139.6938909 35.6572761, 139.6938932 35.6572315, 139.6938956 35.6571855, 139.6938965 35.6571687)",,,,,,
381091890,597722265,0,33477573,,,residential,False,False,38.296,"LINESTRING (139.6938965 35.6571687, 139.6937 35.6571458, 139.6935942 35.6570989, 139.6935075 35.657051)",,,,,,
381091890,1496233505,0,"[180908995, 1101896069]",1,,unclassified,False,False,65.52799999999999,"LINESTRING (139.6938965 35.6571687, 139.6939026 35.6571186, 139.6940116 35.6568682, 139.6943479 35.6568605)",,,,,,
381100947,2866946992,0,282756942,,,residential,False,True,35.044,"LINESTRING (139.6940916 35.6571929, 139.6944794 35.6571865)",,,,,,
381101551,597722042,0,33477573,,,residential,False,False,21.166,"LINESTRING (139.6932434 35.6570287, 139.6930094 35.6570195)",,,,,,
381101551,705961061,0,52158626,,,residential,False,False,36.051,"LINESTRING (139.6932434 35.6570287, 139.693261 35.6567048)",,,,,,
381101551,597722265,0,33477573,,,residential,False,True,24.117,"LINESTRING (139.6932434 35.6570287, 139.6934741 35.6570406, 139.6935075 35.657051)",,,,,,
381104515,256368891,0,28993424,1,淡島通り　松見坂,secondary,True,False,16.844,"LINESTRING (139.6899833 35.6553907, 139.6900371 35.6553826, 139.690166 35.6553606)",423,40,,,,
381104515,1472996773,0,33478371,,,residential,False,False,92.639,"LINESTRING (139.6899833 35.6553907, 139.6899997 35.6554369, 139.6900068 35.655457, 139.6900798 35.6554976, 139.6902459 35.6558754, 139.6901311 35.6561511)",,,,,,
381107709,1472999672,0,33478371,,,residential,False,False,5.724,"LINESTRING (139.6882044 35.6571431, 139.6881424 35.6571325)",,,,,,
381107709,381109158,0,33478490,,,unclassified,False,False,35.815,"LINESTRING (139.6882044 35.6571431, 139.6883455 35.6574441)",,,,,,
381107709,625584432,0,33478371,,,residential,False,True,42.836999999999996,"LINESTRING (139.6882044 35.6571431, 139.6885939 35.657059, 139.6886559 35.6570307)",,,,,,
381107729,1472999673,0,33478371,,,residential,False,True,24.39,"LINESTRING (139.6874731 35.6572731, 139.6877126 35.6571719)",,,,,,
381107729,1473288303,0,49259059,,,residential,False,True,30.311,"LINESTRING (139.6874731 35.6572731, 139.6873374 35.6570238)",,,,,,
381107729,366822338,0,33478371,,,residential,False,False,29.583000000000002,"LINESTRING (139.6874731 35.6572731, 139.6874886 35.6573179, 139.6875144 35.6575364)",,,,,,
381107729,1239461332,0,49259059,,,residential,False,False,100.949,"LINESTRING (139.6874731 35.6572731, 139.6873399 35.6573159, 139.6872675 35.6571764, 139.6870257 35.6572687, 139.6867981 35.6573355, 139.6865319 35.6574023)",,,,,,
381109158,381107709,0,33478490,,,unclassified,False,True,35.815,"LINESTRING (139.6883455 35.6574441, 139.6882044 35.6571431)",,,,,,
381109158,381111823,0,49258727,,,unclassified,False,True,19.675,"LINESTRING (139.6883455 35.6574441, 139.6881327 35.6574817)",,,,,,
381109158,1472171344,0,49258727,,,unclassified,False,False,49.702,"LINESTRING (139.6883455 35.6574441, 139.6885101 35.6573954, 139.688621 35.6573662, 139.6886891 35.6573482, 139.6887902 35.6572936, 139.6888447 35.6572643)",,,,,,
381111823,381109158,0,49258727,,,unclassified,False,False,19.675,"LINESTRING (139.6881327 35.6574817, 139.6883455 35.6574441)",,,,,,
381111823,1239461289,0,49258694,,,residential,False,False,92.857,"LINESTRING (139.6881327 35.6574817, 139.6881472 35.6578137, 139.6881755 35.6581015, 139.6883122 35.6582846)",,,,,,
381111823,381122946,0,49258727,,,unclassified,False,True,40.456,"LINESTRING (139.6881327 35.6574817, 139.6879136 35.6575064, 139.6876976 35.657562)",,,,,,
381111847,381113995,0,33478891,,,unclassified,False,True,17.051,"LINESTRING (139.6901564 35.6576625, 139.6900561 35.6577924)",,,,,,
381111847,381111850,0,49258727,,,unclassified,False,False,29.826,"LINESTRING (139.6901564 35.6576625, 139.6904162 35.657828)",,,,,,
381111847,381114000,0,33478891,,,unclassified,False,False,67.027,"LINESTRING (139.6901564 35.6576625, 139.6903211 35.6574239, 139.6905302 35.6571419)",,,,,,
381111847,1472171344,0,49258727,,,unclassified,False,True,146.856,"LINESTRING (139.6901564 35.6576625, 139.689609 35.6573024, 139.6895536 35.6573071, 139.6894324 35.6574056, 139.689046 35.6571921, 139.6890165 35.6571868, 139.6888447 35.6572643)",,,,,,
381111850,381111847,0,49258727,,,unclassified,False,True,29.826,"LINESTRING (139.6904162 35.657828, 139.6901564 35.6576625)",,,,,,
381111850,381113995,0,1127988000,,,unclassified,False,False,32.774,"LINESTRING (139.6904162 35.657828, 139.6900561 35.6577924)",,,,,,
381111850,318826197,0,310155098,2,,unclassified,False,True,29.906,"LINESTRING (139.6904162 35.657828, 139.6906293 35.6578536, 139.6907434 35.6578687)",,,,,,
381113995,381111847,0,33478891,,,unclassified,False,False,17.051,"LINESTRING (139.6900561 35.6577924, 139.6901564 35.6576625)",,,,,,
381113995,381119175,0,1095135347,,,residential,False,False,71.636,"LINESTRING (139.6900561 35.6577924, 139.6896025 35.6583208)",,,,,,
381113995,381111850,0,1127988000,,,unclassified,False,True,32.774,"LINESTRING (139.6900561 35.6577924, 139.6904162 35.657828)",,,,,,
381113995,1472171574,0,33479396,,,unclassified,False,True,58.312999999999995,"LINESTRING (139.6900561 35.6577924, 139.6898582 35.6577438, 139.6897083 35.6577118, 139.6895911 35.6577035, 139.6895111 35.6577066, 139.6894286 35.6577262)",,,,,,
381114000,2067957991,0,33478891,,,unclassified,False,False,45.023999999999994,"LINESTRING (139.6905302 35.6571419, 139.6906251 35.6569917, 139.6907424 35.6568365, 139.6908041 35.6568166)",,,,,,
381114000,381111847,0,33478891,,,unclassified,False,True,67.027,"LINESTRING (139.6905302 35.6571419, 139.6903211 35.6574239, 139.6901564 35.6576625)",,,,,,
381114000,381116790,0,33479065,,,unclassified,False,False,37.825,"LINESTRING (139.6905302 35.6571419, 139.6908499 35.6572602, 139.6909112 35.6572829)",,,,,,
381116790,381114000,0,33479065,,,unclassified,False,True,37.825,"LINESTRING (139.6909112 35.6572829, 139.6908499 35.6572602, 139.6905302 35.6571419)",,,,,,
381116790,597720672,0,46773722,,山手通り,primary_link,True,False,25.629,"LINESTRING (139.6909112 35.6572829, 139.6909 35.6574884, 139.6909262 35.6575011)",317,,,,,
381118692,381119175,0,33479228,,,unclassified,False,False,58.086,"LINESTRING (139.6901666 35.6585713, 139.6901116 35.6585451, 139.6898612 35.6584318, 139.6896025 35.6583208)",,,,,,
381118692,256389145,0,310155073,,山手通り,primary_link,True,False,154.39600000000002,"LINESTRING (139.6901666 35.6585713, 139.6899311 35.6588577, 139.6895392 35.6593267, 139.689276 35.6597533)",317,,,,,
381119175,1239461300,0,1095135347,,,residential,False,False,18.414,"LINESTRING (139.6896025 35.6583208, 139.6894549 35.658435)",,,,,,
381119175,381113995,0,1095135347,,,residential,False,True,71.636,"LINESTRING (139.6896025 35.6583208, 139.6900561 35.6577924)",,,,,,
381119175,381119715,0,1315189406,,,unclassified,False,False,65.094,"LINESTRING (139.6896025 35.6583208, 139.6892337 35.6578179)",,,,,,
381119175,381118692,0,33479228,,,unclassified,False,True,58.08599999999999,"LINESTRING (139.6896025 35.6583208, 139.6898612 35.6584318, 139.6901116 35.6585451, 139.6901666 35.6585713)",,,,,,
381119715,381122277,0,33479396,,,unclassified,False,True,16.985,"LINESTRING (139.6892337 35.6578179, 139.68907 35.657893)",,,,,,
381119715,381119175,0,1315189406,,,unclassified,False,True,65.094,"LINESTRING (139.6892337 35.6578179, 139.6896025 35.6583208)",,,,,,
381119715,1472171574,0,33479396,,,unclassified,False,False,20.409,"LINESTRING (139.6892337 35.6578179, 139.6892717 35.6577953, 139.6893534 35.6577543, 139.6894286 35.6577262)",,,,,,
381122277,1472156657,0,33479278,,,unclassified,False,False,33.348,"LINESTRING (139.68907 35.657893, 139.6892505 35.6581546)",,,,,,
381122277,1239461305,0,33479278,,,unclassified,False,True,33.506,"LINESTRING (139.68907 35.657893, 139.6887562 35.6580536)",,,,,,
381122277,381119715,0,33479396,,,unclassified,False,False,16.985,"LINESTRING (139.68907 35.657893, 139.6892337 35.6578179)",,,,,,
381122946,381123670,0,33479668,,,unclassified,False,False,12.786,"LINESTRING (139.6876976 35.657562, 139.6875781 35.6576236)",,,,,,
381122946,381111823,0,49258727,,,unclassified,False,False,40.456,"LINESTRING (139.6876976 35.657562, 139.6879136 35.6575064, 139.6881327 35.6574817)",,,,,,
381123670,381122946,0,33479668,,,unclassified,False,True,12.786,"LINESTRING (139.6875781 35.6576236, 139.6876976 35.657562)",,,,,,
381123670,381127906,0,33479668,,,unclassified,False,False,152.393,"LINESTRING (139.6875781 35.6576236, 139.6873507 35.6576943, 139.6869565 35.6578144, 139.6866218 35.6579679, 139.686367 35.6580804, 139.6860613 35.6582154)",,,,,,
381123670,381126108,0,33479746,,,residential,False,False,69.101,"LINESTRING (139.6875781 35.6576236, 139.6875831 35.6580725, 139.6873771 35.6581143)",,,,,,
381126108,381123670,0,33479746,,,residential,False,True,69.101,"LINESTRING (139.6873771 35.6581143, 139.6875831 35.6580725, 139.6875781 35.6576236)",,,,,,
381127906,381123670,0,33479668,,,unclassified,False,True,152.39299999999997,"LINESTRING (139.6860613 35.6582154, 139.686367 35.6580804, 139.6866218 35.6579679, 139.6869565 35.6578144, 139.6873507 35.6576943, 139.6875781 35.6576236)",,,,,,
381134582,1471872935,0,33479979,,,unclassified,False,True,40.295,"LINESTRING (139.6849653 35.658465, 139.6851387 35.6584208, 139.6853836 35.6583401)",,,,,,
382020746,1249538653,0,611222110,,,unclassified,True,False,60.411,"LINESTRING (139.7047321 35.657512, 139.7054007 35.6575051)",,30,,,,
382020746,258035066,0,211286456,,,unclassified,True,False,61.922,"LINESTRING (139.7047321 35.657512, 139.7046983 35.6579946, 139.7046917 35.6580679)",,,,,,
383209687,705928158,0,30780499,,,residential,False,False,61.793,"LINESTRING (139.7052872 35.6484763, 139.7057613 35.6480758)",,30,,,,
383209687,662240211,0,757030815,,内記坂,residential,False,False,82.239,"LINESTRING (139.7052872 35.6484763, 139.7051418 35.6483858, 139.7049653 35.6482605, 139.7045904 35.6480008)",,30,,,,
383209687,1312648604,0,890563936,,,residential,False,False,66.58099999999999,"LINESTRING (139.7052872 35.6484763, 139.7052412 35.6486242, 139.7052168 35.648796, 139.7051977 35.6489273, 139.7051754 35.6490672)",,30,,,,
383209698,1553234269,0,33846789,,,residential,False,True,5.258,"LINESTRING (139.7053558 35.6497813, 139.7053404 35.6497357)",,30,,,,
383209698,622324951,0,55342668,2,衆楽坂,tertiary,False,False,44.591,"LINESTRING (139.7053558 35.6497813, 139.7053897 35.6497488, 139.7058129 35.6496478)",,,,,,
